,Filename,New Labels,Tobacco Label
569,2067474399.jpg,['Note'],Note
570,2067623583.jpg,['Note'],Note
571,2069625942_5947.jpg,['Memo'],Memo
572,2070135879.jpg,['Memo'],Memo
573,2070268662.jpg,['Memo'],Memo
574,2070370405.jpg,['Memo'],Memo
575,2070416152.jpg,['Memo'],Memo
576,2070422690.jpg,['News'],News
577,2070710176.jpg,['Report'],Form
578,2071386961.jpg,['Memo'],Memo
579,2071493775_3778.jpg,['Memo'],Memo
580,2071760875.jpg,['Memo'],Memo
581,2071860205_0207.jpg,"['Memo', 'Report']",Memo
582,2072006278.jpg,['Memo'],Memo
583,2072173651_3652.jpg,"['Memo', 'Report']",Memo
584,2072197186.jpg,['Memo'],Form
585,2072205854.jpg,"['Memo', 'Report']",Memo
586,2072514128_4129.jpg,"['Memo', 'Report']",Memo
587,2072607314_7316.jpg,['Memo'],Memo
588,2072613990.jpg,"['Memo', 'Report']",Memo
589,2072665602.jpg,"['Memo', 'Report']",Memo
590,2072813043.jpg,['Memo'],Memo
591,2072821881.jpg,['Note'],Note
592,2072877887.jpg,['Memo'],Memo
593,2072940944.jpg,"['Memo', 'Report']",Memo
594,2072956847.jpg,['Memo'],Memo
595,2073000609_0614.jpg,"['Memo', 'Report']",Memo
596,2073005257.jpg,['Memo'],Memo
597,2073008759_8760.jpg,"['Memo', 'Report']",Memo
598,2073114345.jpg,['Memo'],Memo
599,2073336543.jpg,['Memo'],Memo
600,2073365529_5534.jpg,"['Memo', 'Report']",Memo
601,2073420633.jpg,['Memo'],Memo
602,2073437503_7504.jpg,"['Memo', 'Report']",Memo
603,2073453930.jpg,['Memo'],Memo
604,2073497485_7486.jpg,['Memo'],Memo
605,2073883296.jpg,['Memo'],Memo
606,2073893399.jpg,['Memo'],Memo
607,2073932597.jpg,['Memo'],Memo
608,2074110669.jpg,['Memo'],Memo
609,2074123192.jpg,['Memo'],Memo
610,2074163081.jpg,['Memo'],Memo
611,2074356039_6048.jpg,"['Memo', 'Report']",Memo
612,2074406815.jpg,['Report'],Scientific
613,2074655972.jpg,"['Memo', 'Note']",Email
614,2074663413_3414.jpg,"['Memo', 'Report']",Memo
615,2074737024_7028.jpg,['Memo'],Memo
616,2074847095.jpg,['Memo'],Memo
617,2074865778_5785.jpg,"['Memo', 'Report']",Memo
618,2074893796_3801.jpg,['Report'],Scientific
619,2074993860.jpg,[],Scientific
620,2075008304.jpg,['Memo'],Memo
621,2075067412.jpg,['Memo'],Memo
622,2075169250_9251.jpg,['Memo'],Memo
623,2075232072_2077.jpg,"['Report', 'Scientific']",Scientific
624,2075567953.jpg,['Note'],Note
625,2075743296_3297.jpg,"['Report', 'Scientific']",Scientific
626,2075808091a.jpg,['Memo'],Email
627,2076110608a.jpg,['Memo'],Email
628,2076128735_8736.jpg,"['Memo', 'Report']",Memo
629,2076140545.jpg,['Note'],Note
630,2076790792.jpg,['Memo'],Memo
631,2076807350.jpg,['Email'],Email
632,2076900993.jpg,['Memo'],Memo
633,2076955901_5905.jpg,"['Memo', 'Report']",Scientific
634,2078202885_2886.jpg,['Memo'],Memo
635,2078250319.jpg,['Memo'],Memo
636,2078310078.jpg,"['Memo', 'Email']",Email
637,2078388379.jpg,"['Memo', 'Note']",Memo
638,2078446371_6372.jpg,"['Form', 'Report']",Form
639,2078582262_2285.jpg,['Scientific'],Scientific
640,2078645121_5122.jpg,['Memo'],Memo
641,2078705877_5880.jpg,['Email'],Email
642,2078755206.jpg,['Memo'],Memo
643,2078795106.jpg,['Memo'],Memo
644,2078802747_2748.jpg,['Memo'],Email
645,2080312930.jpg,"['Form', 'Report']",Form
646,2080486842.jpg,"['Memo', 'Report']",Memo
647,2080714838.jpg,['News'],News
648,2080721150_1153.jpg,['News'],News
649,2080896959_6964.jpg,"['Memo', 'Report']",Memo
650,2081184286.jpg,['Email'],Email
651,2081803353.jpg,"['Memo', 'Report']",Memo
652,2081932182.jpg,['Memo'],Memo
653,2081933672.jpg,['Email'],Email
654,2082223866.jpg,['Report'],Scientific
655,2082224692c_4693.jpg,['Email'],Email
656,2082514837.jpg,['Memo'],Memo
657,2082621396.jpg,"['Memo', 'Report']",Memo
658,2082742674.jpg,"['Memo', 'Report']",Memo
659,2082852748_2749.jpg,['Memo'],Memo
660,2083136135_6136.jpg,"['Memo', 'Report']",Memo
661,2083776812.jpg,['Memo'],Memo
662,2083790356.jpg,['News'],News
663,2085234526.jpg,['Note'],Note
664,2085262852.jpg,['Email'],Email
665,2085289249.jpg,['Email'],Email
666,2085524059_4065.jpg,"['Report', 'Form']",Scientific
667,2085618986.jpg,['Memo'],Memo
668,24006371_24006372.jpg,['Report'],Report
669,24008317.jpg,['Memo'],Memo
670,24010243_24010244.jpg,['Report'],Report
671,2500016783_6794.jpg,"['Report', 'Scientific']",Scientific
672,2500120257_2500120259.jpg,['Memo'],Memo
673,2501015790.jpg,"['ADVE', 'News']",ADVE
674,2501027943.jpg,['Memo'],Memo
675,2501033072.jpg,"['Report', 'Scientific']",Scientific
676,2501065502.jpg,['Memo'],Memo
677,2501124648.jpg,['Report'],Scientific
678,2501185399.jpg,"['Report', 'Scientific']",Scientific
679,2501316792_2501316793.jpg,"['Memo', 'Report']",Memo
680,2501329036.jpg,['Report'],Form
681,2501387695.jpg,['Scientific'],Scientific
682,2501536718_2501536725.jpg,"['Memo', 'Report']",Memo
683,2501567500.jpg,"['Report', 'Letter']",Scientific
684,2501598680.jpg,"['Report', 'Scientific']",Scientific
685,2501613594.jpg,"['Report', 'Scientific']",Scientific
686,2502336642.jpg,"['Memo', 'Report']",Scientific
687,2504048594_2504048611.jpg,"['Memo', 'Report']",Memo
688,2504078584_2504078585.jpg,"['Memo', 'Report']",Memo
689,2505169075.jpg,['Email'],Email
690,2505338622.jpg,['Memo'],Memo
691,2505366564.jpg,"['Form', 'Report']",Form
692,2505375213.jpg,['Report'],Form
693,40002609-2610.jpg,['Resume'],Resume
694,40005130-5131.jpg,['Resume'],Resume
695,40005199-5206.jpg,['Scientific'],Scientific
696,40009604-9604.jpg,"['Report', 'Scientific']",Scientific
697,40010133-0134.jpg,['Resume'],Resume
698,40019153-9154.jpg,['Resume'],Resume
699,40021754-1754.jpg,"['Report', 'Scientific']",Scientific
700,40024983-4986.jpg,['Scientific'],Scientific
701,40028776-8777.jpg,['Resume'],Resume
702,40033964-3964.jpg,['Scientific'],Scientific
703,40035380-5380.jpg,['Resume'],Resume
704,40036154-6154.jpg,['Scientific'],Scientific
705,40037985-7989.jpg,['Report'],Scientific
706,40040832-0834.jpg,"['Report', 'Scientific']",Scientific
707,40042818-2820.jpg,"['Report', 'Scientific']",Scientific
708,40047516-7517.jpg,['Resume'],Resume
709,40049902-9903.jpg,['Resume'],Resume
710,40050529-0536.jpg,['Scientific'],Scientific
711,44007097.jpg,['Memo'],Memo
712,50018640_50018651.jpg,['Scientific'],Scientific
713,500195739_500195747.jpg,['Report'],Report
714,500206087_500206093.jpg,['Report'],Report
715,50023848_50023850.jpg,['Resume'],Resume
716,500254004+-4006.jpg,"['Memo', 'Report']",Letter
717,500272469+-2470.jpg,['Report'],Report
718,500272849_500272900.jpg,['Report'],Report
719,50027604_50027607.jpg,"['Report', 'Scientific']",Report
720,500488902_500488905.jpg,['Scientific'],Scientific
721,500505654_500505665.jpg,['Report'],Letter
722,500515948.jpg,['Report'],Report
723,50056922.jpg,"['Report', 'Scientific']",Scientific
724,500602493_500602494.jpg,['Report'],Scientific
725,500610469_500610475.jpg,['Report'],Report
726,500614595_500614597.jpg,"['Report', 'Scientific']",Scientific
727,500649033_500649045.jpg,['Report'],Report
728,50067193.jpg,['Letter'],Letter
729,500735305.jpg,['Report'],Report
730,50085955_50085963.jpg,"['Report', 'Scientific']",Scientific
731,500877285_500877288.jpg,['Report'],Report
732,500881186.jpg,"['Report', 'Scientific']",Scientific
733,500929359.jpg,['Report'],Report
734,50093420-3421.jpg,"['Letter', 'Report']",Letter
735,500985711.jpg,"['Scientific', 'Report']",Report
736,501009080_501009119.jpg,['Report'],Scientific
737,501060341+-0350.jpg,"['Note', 'Report']",Scientific
738,50106572-6573.jpg,['Resume'],Resume
739,50110821-0821.jpg,['Letter'],Letter
740,501115325+-5327.jpg,['Report'],Report
741,501131762+-1762.jpg,['Report'],ADVE
742,50118021-8021.jpg,['Report'],Report
743,501190520+-0520.jpg,['Memo'],Letter
744,501263595_501263601.jpg,['Report'],Report
745,501326452_501326456.jpg,"['Memo', 'Report']",Report
746,501334959_501334973.jpg,"['Memo', 'Report']",Letter
747,501358163_501358166.jpg,"['Memo', 'Report']",Letter
748,501420153_501420155.jpg,"['Memo', 'Report']",Letter
749,501550599_501550605.jpg,"['Report', 'Scientific']",Scientific
750,501557447_501557455.jpg,"['Report', 'Scientific']",Report
751,501620093_501620119.jpg,"['Report', 'Scientific']",Report
752,501656496.jpg,"['Report', 'Scientific']",Report
753,50166929-6929.jpg,['Letter'],Letter
754,50168370-8370.jpg,"['Report', 'Scientific']",Report
755,501713950_501713953.jpg,['Report'],Report
756,501866197+-6204.jpg,['Report'],Report
757,501943572+-3574.jpg,['Letter'],Letter
758,50201456-1467.jpg,['Resume'],Resume
759,502071859_502071866.jpg,"['Memo', 'Report']",Report
760,50216661-6661.jpg,"['Report', 'Scientific']",Report
761,50218257-8257.jpg,['Letter'],Letter
762,502303662_502303663.jpg,"['Letter', 'Report']",Letter
763,502339200+-9201.jpg,"['Report', 'Memo']",Report
764,50239379-9380.jpg,['Resume'],Resume
765,502417535.jpg,['Report'],Report
766,50244030-4037.jpg,['Scientific'],Scientific
767,50244186-4186.jpg,['Report'],Report
768,502497872_502497879.jpg,['Scientific'],Scientific
769,50255591-5591.jpg,['Report'],Report
770,50258031-8032.jpg,['Report'],Report
771,50258985-8987.jpg,['Resume'],Resume
772,50260322-0323.jpg,"['Report', 'Scientific']",Scientific
773,50264605-4625.jpg,['Resume'],Resume
774,50267812-7820.jpg,['Resume'],Resume
775,50271743-1746.jpg,['Resume'],Resume
776,502790213_502790214.jpg,"['Report', 'Scientific']",Report
777,502794513_502794518.jpg,"['Memo', 'Report']",Letter
778,502798863_502798869.jpg,"['Memo', 'Report']",Report
779,502805196_502805204.jpg,"['Report', 'Memo']",Letter
780,502813081.jpg,"['Report', 'Scientific']",Report
781,502853056+-3063.jpg,['Report'],Report
782,50285926-5933.jpg,['Scientific'],Scientific
783,50287561-7618.jpg,"['Scientific', 'Report']",Scientific
784,50294272-4272.jpg,['Resume'],Resume
785,50296092-6093.jpg,['Resume'],Resume
786,502980775_502980776.jpg,"['Report', 'Scientific']",Report
787,503026367_503026370.jpg,"['Report', 'Memo']",Report
788,50308888-8889.jpg,['Resume'],Resume
789,503117428_503117430.jpg,['Report'],Report
790,50313867-3869.jpg,['Resume'],Resume
791,503165138.jpg,['Report'],Report
792,503254175+-4176.jpg,['Report'],Scientific
793,503276148_503276153.jpg,"['Memo', 'Report', 'Scientific']",Report
794,503283292+-3292.jpg,['Report'],Scientific
795,50333481-3481.jpg,['Scientific'],Scientific
796,50339930-9931.jpg,['Resume'],Resume
797,503428622.jpg,['Report'],Report
798,503445062_503445063.jpg,['Report'],Report
799,503478032+-8034.jpg,"['Report', 'Memo']",Report
800,50351246-1246.jpg,['Scientific'],Scientific
801,50355312-5312.jpg,"['Scientific', 'Report']",Scientific
802,503565734+-5736.jpg,"['Report', 'Scientific']",Report
803,50357403-7404.jpg,"['Report', 'Scientific']",Scientific
804,50357861-7862.jpg,['Resume'],Resume
805,503645435+-5446.jpg,"['Report', 'Scientific']",Scientific
806,503664474_503664475.jpg,['Letter'],Letter
807,50367188-7194.jpg,['Scientific'],Scientific
808,50371016-1016.jpg,['Resume'],Resume
809,50371713-1714.jpg,['Resume'],Resume
810,50378394-8395.jpg,['Resume'],Resume
811,50380095-0099.jpg,['Scientific'],Scientific
812,503864315_503864318.jpg,"['Memo', 'Report']",Letter
813,50386532-6533.jpg,['Resume'],Resume
814,50387716-7716.jpg,['Resume'],Resume
815,503885478.jpg,['Letter'],Letter
816,50391006-1006.jpg,"['Report', 'Scientific']",Scientific
817,503958547_503958548.jpg,['Report'],Report
818,50396016-6017.jpg,"['Report', 'Scientific']",Scientific
819,503983498.jpg,['Report'],Report
820,50399090-9099.jpg,['Scientific'],Scientific
821,503999149+-9150.jpg,['Report'],Report
822,504013747+-3748.jpg,"['Memo', 'Report']",Letter
823,50405403-5404.jpg,['Resume'],Resume
824,50407632-7632.jpg,[],Scientific
825,50410607-0615.jpg,['Resume'],Resume
826,50416058-6058.jpg,"['Report', 'Scientific']",Scientific
827,504164620_504164624.jpg,['Report'],Report
828,504168509_504168510.jpg,['Report'],Report
829,504175664_504175669.jpg,"['Report', 'Scientific']",Scientific
830,50421027-1027.jpg,['Resume'],Resume
831,504221495_504221497.jpg,"['Report', 'Scientific']",Report
832,50422920-2921.jpg,['Resume'],Resume
833,504239537+-9540.jpg,"['Report', 'Scientific']",Report
834,50425154-5155.jpg,['Resume'],Resume
835,50426112-6114.jpg,['Resume'],Resume
836,50427824-7825.jpg,['Scientific'],Scientific
837,50429381-9382.jpg,['Resume'],Resume
838,50430119-0120.jpg,"['Scientific', 'Report']",Scientific
839,504310925.jpg,"['Memo', 'Report']",Report
840,50431906-1906.jpg,['Scientific'],Scientific
841,504330344_504330348.jpg,['Report'],Report
842,50439450-9451.jpg,['Resume'],Resume
843,50441969-1970.jpg,['Resume'],Resume
844,50442704-2713.jpg,['Resume'],Resume
845,50444074-4074.jpg,['Resume'],Resume
846,504463629_504463631.jpg,['Report'],Letter
847,504473130.jpg,"['Memo', 'Report']",Letter
848,50449946-9947.jpg,['Resume'],Resume
849,50453779-3780.jpg,['Resume'],Resume
850,50454742-4743.jpg,"['Report', 'Scientific']",Scientific
851,50455681-5681.jpg,['Scientific'],Scientific
852,50457000-7001.jpg,['Resume'],Resume
853,50459853-9854.jpg,['Resume'],Resume
854,50463741-3741.jpg,['Resume'],Resume
855,504641839_504641846.jpg,"['Scientific', 'Report']",Report
856,50467009-7010.jpg,['Resume'],Resume
857,50473051-3053.jpg,"['Report', 'Scientific']",Scientific
858,504740366.jpg,['Memo'],Letter
859,50474246-4248.jpg,"['Scientific', 'Report']",Scientific
860,50476159-6160.jpg,['Resume'],Resume
861,50477507-7508.jpg,['Resume'],Resume
862,504783010_504783011.jpg,['Memo'],Report
863,50478349-8349.jpg,['Scientific'],Scientific
864,504792876_504792884.jpg,"['Report', 'Scientific']",Scientific
865,50479406-9407.jpg,['Resume'],Resume
866,50479508-9509.jpg,['Resume'],Resume
867,504805602_504805609.jpg,"['Report', 'Scientific']",Report
868,50483835-3836.jpg,['Resume'],Resume
869,504841352.jpg,['Report'],Report
870,504855605+-5605.jpg,"['Report', 'Scientific']",Report
871,50486477-6479.jpg,"['Report', 'Scientific']",Scientific
872,50487659-7660.jpg,['Resume'],Resume
873,50489607-9608.jpg,['Resume'],Resume
874,50491022-1023.jpg,['Resume'],Resume
875,50492374-2377.jpg,"['Report', 'Scientific']",Scientific
876,50493176-3177.jpg,['Resume'],Resume
877,50493985-3994.jpg,['Scientific'],Scientific
878,50497931-7932.jpg,['Resume'],Resume
879,504988903+-8904.jpg,['Report'],Report
880,50500260-0261.jpg,['Resume'],Resume
881,505016658_505016663.jpg,['Report'],Report
882,50501854-1854.jpg,['Resume'],Resume
883,50506096-6097.jpg,['Resume'],Resume
884,50506969-6969.jpg,"['Memo', 'Report']",Scientific
885,50509820-9820.jpg,['Resume'],Resume
886,50510506-0507.jpg,['Resume'],Resume
887,50511224-1224.jpg,['Scientific'],Scientific
888,505127415_505127418.jpg,['Report'],Report
889,50513051-3052.jpg,['Resume'],Resume
890,505136134_505136135.jpg,['Report'],Report
891,50513847-3848.jpg,['Resume'],Resume
892,50515818-5819.jpg,['Resume'],Resume
893,50515916-5917.jpg,['Resume'],Resume
894,50518907-8911.jpg,['Scientific'],Scientific
895,50520506-0506.jpg,['Scientific'],Scientific
896,50521422-1423.jpg,['Resume'],Resume
897,50522863-2863.jpg,['Scientific'],Scientific
898,505228919.jpg,['Report'],Report
899,50523644-3644.jpg,['Scientific'],Scientific
900,505239182+-9182.jpg,['Memo'],Letter
901,50525533-5540.jpg,['Resume'],Resume
902,50526280-6282.jpg,['Scientific'],Scientific
903,50527980-7985.jpg,['Scientific'],Scientific
904,50529207-9208.jpg,['Resume'],Resume
905,505311822.jpg,"['Memo', 'Report']",Letter
906,50534026-4026.jpg,['Letter'],Letter
907,50535699-5699.jpg,['Resume'],Resume
908,50536499-6500.jpg,['Resume'],Resume
909,505375034_505375035.jpg,['Report'],Report
910,50538109-8115.jpg,['Scientific'],Scientific
911,50538795-8796.jpg,['Resume'],Resume
912,50538978-8979.jpg,['Resume'],Resume
913,50541753-1762.jpg,['Scientific'],Scientific
914,50546182-6182.jpg,['Scientific'],Scientific
915,50546335-6336.jpg,['Resume'],Resume
916,50549067-9068.jpg,['Resume'],Resume
917,505492811_505492812.jpg,['Memo'],Letter
918,50549883-9884.jpg,['Resume'],Resume
919,505515167_505515171.jpg,['Report'],Report
920,50553047-3048.jpg,['Resume'],Resume
921,50553126-3126.jpg,['Scientific'],Scientific
922,505575420_505575421.jpg,"['Memo', 'Report']",Letter
923,50557910-7911.jpg,['Resume'],Resume
924,50559165-9166.jpg,['Resume'],Resume
925,50563292-3301.jpg,['Scientific'],Scientific
926,505649215_505649221.jpg,"['Memo', 'Report']",Letter
927,50565399-5401.jpg,['Resume'],Resume
928,505683667+-3670.jpg,['Report'],Report
929,50570560-0563.jpg,['Resume'],Resume
930,505706456+-6459.jpg,['Report'],Report
931,50574463-4475.jpg,['Scientific'],Scientific
932,50576426-6426.jpg,['Scientific'],Scientific
933,50578125-8138.jpg,['Scientific'],Scientific
934,50579200-9201.jpg,['Resume'],Resume
935,505798058.jpg,"['Report', 'Note']",Report
936,50579881-9881.jpg,"['Report', 'Scientific']",Scientific
937,50582484-2485.jpg,['Resume'],Resume
938,505830872+-0875.jpg,['Report'],Report
939,505835991_505835992.jpg,"['Report', 'Note']",Report
940,50583715-3716.jpg,['Resume'],Resume
941,505856025_505856027.jpg,['Report'],Report
942,50586528-6531.jpg,['Resume'],Resume
943,505869261_505869265.jpg,['Report'],Report
944,50589377-9378.jpg,['Resume'],Resume
945,50590463-0469.jpg,['Scientific'],Scientific
946,50590985-0986.jpg,['Resume'],Resume
947,50591446-1447.jpg,['Resume'],Resume
948,50592285-2292.jpg,['Scientific'],Scientific
949,50593387-3387.jpg,['Resume'],Resume
950,505939350.jpg,['Report'],Report
951,50594477-4477.jpg,['Scientific'],Scientific
952,505968942.jpg,['Report'],Report
953,50597708-7709.jpg,['Resume'],Resume
954,505983529_505983530.jpg,['Report'],Report
955,50601614-1617.jpg,['Scientific'],Scientific
956,50602320-2321.jpg,['Resume'],Resume
957,506023805_506023808.jpg,['Report'],Report
958,50602461-2462.jpg,['Resume'],Resume
959,506030259.jpg,['Report'],Report
960,50603971-3971.jpg,['Scientific'],Scientific
961,506040089_506040092.jpg,['Report'],Report
962,50607543-7544.jpg,['Resume'],Resume
963,50608376-8377.jpg,['Resume'],Resume
964,50609172-9177.jpg,['Scientific'],Scientific
965,50612436-2444.jpg,['Scientific'],Scientific
966,506153379_506153380.jpg,['Report'],Report
967,50615547-5548.jpg,['Letter'],Letter
968,50616851-6852.jpg,['Resume'],Resume
969,50617225-7226.jpg,['Resume'],Resume
970,50617273-7274.jpg,['Resume'],Resume
971,506173089.jpg,"['Report', 'Scientific']",Report
972,506176307_506176326.jpg,['Report'],Report
973,50618083-8085.jpg,['Resume'],Resume
974,506189288_506189298.jpg,['Report'],Report
975,50619005-9007.jpg,"['Report', 'Scientific']",Scientific
976,506233399+-3399.jpg,['Report'],Report
977,506238235_506238236.jpg,['Report'],Report
978,506247497_506247498.jpg,"['Memo', 'Report']",Report
979,506252257_506252258.jpg,['Report'],Report
980,506279786_506279793.jpg,"['Memo', 'Report']",Letter
981,50628622-8624.jpg,"['Report', 'Scientific']",Scientific
982,506296226+-6227.jpg,"['Report', 'Scientific']",Report
983,506297104_506297105.jpg,['Report'],Report
984,50630631-0632.jpg,['Resume'],Resume
985,506316706_506316722.jpg,"['Report', 'Scientific']",Report
986,506348523_506348524.jpg,"['Report', 'Scientific']",Report
987,506354567_506354570.jpg,"['Memo', 'Report']",Letter
988,50636686-6687.jpg,['Resume'],Resume
989,50637798-7798.jpg,['Scientific'],Scientific
990,50638712-8712.jpg,['Resume'],Resume
991,50639278-9279.jpg,['Resume'],Resume
992,50640162-0168.jpg,['Scientific'],Scientific
993,506434158_506434163.jpg,"['Memo', 'Report']",Letter
994,506453583+-3584.jpg,"['Memo', 'Report']",Letter
995,50646644-6645.jpg,['Resume'],Resume
996,50647413-7415.jpg,"['Report', 'Scientific']",Scientific
997,50648850-8850.jpg,['Scientific'],Scientific
998,50649595-9596.jpg,['Resume'],Resume
999,50649664-9664.jpg,['Scientific'],Scientific
1000,50650671-0672.jpg,['Resume'],Resume
1001,506521794_506521796.jpg,['Report'],Report
1002,50653196-3196.jpg,['Resume'],Resume
1003,506538874_506538875.jpg,"['Memo', 'Report']",Letter
1004,50654827-4828.jpg,['Resume'],Resume
1005,50655432-5443.jpg,['Scientific'],Scientific
1006,506583220_506583221.jpg,['Report'],Report
1007,506631896.jpg,['Report'],Report
1008,506650717+-0718.jpg,['Report'],Report
1009,50665809-5811.jpg,"['Report', 'Scientific']",Scientific
1010,506718643_506718644.jpg,['Memo'],Letter
1011,50673098-3098.jpg,['Letter'],Letter
1012,506767138_506767143.jpg,['Report'],Report
1013,506787468_506787473.jpg,"['Form', 'Report']",Form
1014,506873664.jpg,['Memo'],Letter
1015,506875666_506875672.jpg,['Report'],Report
1016,506888300_506888301.jpg,['Report'],Report
1017,50690163-0164.jpg,['Resume'],Resume
1018,506913284.jpg,['Letter'],Letter
1019,50691511-1515.jpg,['Scientific'],Scientific
1020,506934156_506934157.jpg,['Report'],Report
1021,506992129.jpg,['Report'],Report
1022,50700292-0297.jpg,"['Report', 'Scientific']",Scientific
1023,507007456.jpg,['Memo'],Letter
1024,507017446+-7455.jpg,"['Report', 'Scientific']",Report
1025,50701941-1941.jpg,['Scientific'],Scientific
1026,507061337+-1350.jpg,['Report'],Report
1027,507084664_507084673.jpg,"['Memo', 'Report']",Letter
1028,507181418_507181422.jpg,['Report'],Report
1029,50719747-9748.jpg,['Resume'],Resume
1030,50721981-1982.jpg,['Resume'],Resume
1031,50722487-2488.jpg,['Resume'],Resume
1032,507240573_507240574.jpg,['Report'],Report
1033,50726195-6197.jpg,"['Report', 'Scientific']",Scientific
1034,50729294-9294.jpg,['Scientific'],Scientific
1035,507320874+-0882.jpg,['Report'],Report
1036,507367473e_507367473f.jpg,['Report'],Report
1037,507404690_507404692.jpg,"['Memo', 'Report']",Letter
1038,507523129+-3129.jpg,['Report'],Report
1039,507676370+-6377.jpg,['Report'],Report
1040,507692234+-2243.jpg,['Report'],Report
1041,507745286_507745288.jpg,['Memo'],Report
1042,507767713_507767722.jpg,['Report'],Report
1043,507778811_507778812.jpg,['Report'],Report
1044,507783114+-3116.jpg,"['Report', 'Scientific']",Report
1045,507786984_507786991.jpg,['Report'],Report
1046,507828129_507828145.jpg,['Report'],Report
1047,507838537_507838544.jpg,['Report'],Report
1048,507896104_507896105.jpg,"['Report', 'Scientific']",Report
1049,507963083_507963090.jpg,"['Report', 'Scientific']",Report
1050,507975870_507975893.jpg,"['Report', 'Scientific']",Report
1051,507995082_507995083.jpg,['Report'],Report
1052,508032020_508032021.jpg,['Report'],Report
1053,508217217_508217221.jpg,"['Report', 'Memo']",Letter
1054,508270873_508270880.jpg,['Report'],Report
1055,508301539.jpg,['Report'],Report
1056,508407516_508407518.jpg,"['Memo', 'Report']",Letter
1057,508536414+-6418.jpg,['Report'],Report
1058,508542996_508542997.jpg,"['Memo', 'Report']",Letter
1059,508599869_508599898.jpg,"['Report', 'Scientific']",Report
1060,508757575_508757594.jpg,"['Report', 'Scientific']",Report
1061,508865270+-5274.jpg,"['Memo', 'Report']",Letter
1062,508923688.jpg,"['Memo', 'Report']",Letter
1063,509153956.jpg,"['Memo', 'Report']",Letter
1064,509158416+-8419.jpg,"['Memo', 'Report']",Letter
1065,509227491+-7492.jpg,['Report'],Report
1066,509452348+-2348.jpg,['Memo'],Letter
1067,509468162_509468163.jpg,['Report'],Report
1068,509611113_509611115.jpg,['Report'],Report
1069,509696284+-6284.jpg,['Memo'],Letter
1070,509808805+-8811.jpg,['Report'],Report
1071,509823077.jpg,['Report'],Report
1072,509847620_509847621.jpg,['Report'],Report
1073,510221250_510221253.jpg,['Memo'],Letter
1074,510809052_510809074.jpg,"['Report', 'Scientific']",Report
1075,510832749.jpg,['Report'],Report
1076,510907182_510907183.jpg,['Report'],Report
1077,510987530.jpg,"['Form', 'Report', 'Scientific']",Form
1078,511052379_511052380.jpg,['Report'],Report
1079,511085054_511085060.jpg,['Report'],Report
1080,511188446+-8449.jpg,['Report'],Report
1081,511408565+-8565.jpg,['Report'],Report
1082,511421807.jpg,['Report'],Report
1083,511440042_511440053.jpg,"['Report', 'Scientific']",Report
1084,511988428_511988437.jpg,['Report'],Report
1085,512015167+-5168.jpg,['Memo'],Letter
1086,512245743_512245744.jpg,['Memo'],Letter
1087,512377084_512377092.jpg,"['Report', 'Scientific']",Report
1088,512481148_512481149.jpg,['Report'],Report
1089,512687521+-7522.jpg,['Report'],Report
1090,512697956_512697958.jpg,['Report'],Report
1091,512760291.jpg,['Memo'],Letter
1092,512974158_512974160.jpg,['Report'],Report
1093,512997470.jpg,"['Memo', 'Report']",Letter
1094,513103226+-3228.jpg,"['Report', 'Scientific']",Report
1095,513130256.jpg,"['Memo', 'Report']",Letter
1096,513160165.jpg,['Memo'],Letter
1097,513206103+-6103.jpg,['Report'],Report
1098,513206214_513206217.jpg,['Letter'],Letter
1099,513421755+-1755.jpg,"['Memo', 'Report']",Letter
1100,513901494_513901500.jpg,['Letter'],Letter
1101,513904111+-4118.jpg,['Report'],Report
1102,513966426+-6429.jpg,['Report'],Report
1103,514116293+-6293.jpg,['Memo'],Letter
1104,514120277.jpg,['Report'],Report
1105,514217348+-7349.jpg,['Report'],Report
1106,514725860_514725861.jpg,['Report'],Report
1107,514948201+-8201.jpg,['Scientific'],Report
1108,515034743+-4743.jpg,['Memo'],Letter
1109,515121473+-1475.jpg,['Memo'],Letter
1110,515242497_515242498.jpg,['Report'],Report
1111,515245506+-5506.jpg,['Report'],Report
1112,515321531+-1533.jpg,['Report'],Report
1113,515360458.jpg,['Memo'],Letter
1114,515395510_515395524.jpg,['Report'],Report
1115,515575465+-5466.jpg,['Report'],Report
1116,515610282+-0283.jpg,[],Report
1117,515842254.jpg,"['Memo', 'Report']",Letter
1118,515867026_515867029.jpg,['Report'],Report
1119,516015914+-5914.jpg,['Letter'],Letter
1120,516052362+-2363.jpg,['Report'],Report
1121,516465142_516465144.jpg,['Memo'],Letter
1122,516516589+-6590.jpg,['Report'],Report
1123,516597850+-7850.jpg,['Report'],Report
1124,517098140_517098145.jpg,"['Memo', 'Report']",Letter
1125,517133786.jpg,['Report'],Report
1126,517155795+-5795.jpg,['Report'],Report
1127,517574050+-4065.jpg,['Report'],Report
1128,517992376+-2378.jpg,['Report'],Report
1129,518036678+-6680.jpg,['Memo'],Letter
1130,518039321.jpg,['Report'],Report
1131,518193540.jpg,['Memo'],Letter
1132,518308532+-8533.jpg,['Report'],Report
1133,518405084+-5085.jpg,['Report'],Report
1134,518445181+-5181.jpg,"['Note', 'Letter']",Letter
1135,518451410.jpg,['Memo'],Letter
1136,518491302+-1309.jpg,['Letter'],Form
1137,518532897+-2897.jpg,['Memo'],Letter
1138,518623059+-3062.jpg,['Memo'],Form
